Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 07/21  01:00:00,561862360.94353,561862360.94353,4597200.,158309273.450227,224813060.552967 
 07/21  02:00:00,562037678.610743,562037678.610743,4597200.,158309273.450227,224813060.552967 
 07/21  03:00:00,564627243.512394,564627243.512395,4597200.,158309273.450227,224813060.552967 
 07/21  04:00:00,566533209.737341,566533209.737341,4597200.,158309273.450227,224813060.552967 
 07/21  05:00:00,568276570.822747,568276570.822747,4597200.,158309273.450227,224813060.552967 
 07/21  06:00:00,610846860.963856,610846860.963856,4597200.,157961488.405541,224813060.552967 
 07/21  07:00:00,662011014.186572,662011014.186572,4597200.,133148731.06777,224813060.552967 
 07/21  08:00:00,717365808.438264,717365808.438264,4597200.,125219216.098469,224813060.552967 
 07/21  09:00:00,723827932.894687,723827932.894687,4597200.,124547812.705665,224813060.552967 
 07/21  10:00:00,743143847.110099,743143847.110099,4597200.,124547812.705665,224813060.552967 
 07/21  11:00:00,759574444.104121,759574444.104121,8867858.15232364,124547812.705665,224813060.552967 
 07/21  12:00:00,767581947.589347,767581947.589347,13303000.4121199,124547812.705665,224813060.552967 
 07/21  13:00:00,771427833.066814,771427833.066814,17977611.6103747,124547812.705665,224813060.552967 
 07/21  14:00:00,784115588.391704,784115588.391704,17880185.5318174,124547812.705665,224813060.552967 
 07/21  15:00:00,794601584.818438,794601584.818438,9398720.83311645,124547812.705665,224813060.552967 
 07/21  16:00:00,796304996.108364,796304996.108364,12444000.5547777,124547812.705665,224813060.552967 
 07/21  17:00:00,791633223.28615,791633223.28615,13241215.3825242,124547812.705665,224813060.552967 
 07/21  18:00:00,772544774.427491,772544774.427491,8741928.82919056,125375795.938401,224813060.552967 
 07/21  19:00:00,743051389.77142,743051389.771419,8695371.50166701,136595932.326079,224813060.552967 
 07/21  20:00:00,748348231.281558,748348231.281558,4597200.,158309273.450227,224813060.552967 
 07/21  21:00:00,734125128.196791,734125128.196791,4597200.,158309273.450227,224813060.552967 
 07/21  22:00:00,720618780.122461,720618780.122461,4597200.,158309273.450227,224813060.552967 
 07/21  23:00:00,522803673.042293,522803673.042293,4597200.,158309273.450227,224813060.552967 
 07/21  24:00:00,565907149.404304,565907149.404304,4597200.,158309273.450227,224813060.552967 
 06/20  01:00:00,61036246.3129311,61036246.3129311,4597200.,7915463.67251136,33399901.5013581 
 06/20  02:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251136,33399901.5013581 
 06/20  03:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251136,33399901.5013581 
 06/20  04:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251136,33399901.5013581 
 06/20  05:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251136,33399901.5013581 
 06/20  06:00:00,65208953.895114,65208953.895114,4597200.,6765365.41557847,41385398.9087341 
 06/20  07:00:00,188904594.144108,188904594.144108,4597200.,5856629.61018971,41385398.9087341 
 06/20  08:00:00,205973457.660373,205973457.660373,4597200.,5472944.29535722,41385398.9087341 
 06/20  09:00:00,228603256.428645,228603256.428645,4597200.,5374497.91113249,41385398.9087341 
 06/20  10:00:00,260729711.427943,260729711.427943,4597200.,5370038.36600499,41385398.9087341 
 06/20  11:00:00,186196276.551576,186196276.551576,4597200.,5370038.36600499,41385398.9087341 
 06/20  12:00:00,292089330.416871,292089330.416871,4597200.,5370038.36600499,41385398.9087341 
 06/20  13:00:00,231780604.533467,231780604.533467,4597200.,5370038.36600499,41385398.9087341 
 06/20  14:00:00,220302435.235462,220302435.235462,4597200.,5370038.36600499,41385398.9087341 
 06/20  15:00:00,186227431.697215,186227431.697215,4597200.,5370038.36600499,41385398.9087341 
 06/20  16:00:00,227397177.295991,227397177.295991,4597200.,5370038.36600499,41385398.9087341 
 06/20  17:00:00,171120866.951234,171120866.951234,4597200.,5397606.79683151,41385398.9087341 
 06/20  18:00:00,203390914.85334,203390914.85334,4597200.,6476807.42447156,33399901.5013581 
 06/20  19:00:00,89049567.3904539,89049567.3904539,4597200.,7451718.63056483,33399901.5013581 
 06/20  20:00:00,194122992.255727,194122992.255727,4597200.,7915463.67251136,33399901.5013581 
 06/20  21:00:00,190084113.654083,190084113.654083,4597200.,7915463.67251136,33399901.5013581 
 06/20  22:00:00,156084212.309085,156084212.309085,4597200.,7915463.67251136,33399901.5013581 
 06/20  23:00:00,155414829.484008,155414829.484008,4597200.,7915463.67251136,33399901.5013581 
 06/20  24:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251136,33399901.5013581 
 06/21  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251136,44533202.0018108 
 06/21  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251136,44533202.0018108 
 06/21  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251136,44533202.0018108 
 06/21  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251136,44533202.0018108 
 06/21  05:00:00,80259352.3606098,80259352.3606098,4597200.,15830927.3450227,44533202.0018108 
 06/21  06:00:00,297198559.77902,297198559.77902,4597200.,13562140.0815457,55180531.8783121 
 06/21  07:00:00,322970211.97029,322970211.97029,4597200.,35508292.6714929,95796493.4167736 
 06/21  08:00:00,505589053.571956,505589053.571956,4597200.,98530633.8743563,204227663.75917 
 06/21  09:00:00,491682645.876572,491682645.876572,4597200.,96660690.5880896,174055806.616312 
 06/21  10:00:00,495716149.848549,495716149.848549,4597200.,96660690.5880896,167093070.352576 
 06/21  11:00:00,520775421.463679,520775421.463679,4597200.,96660690.5880896,174055806.616312 
 06/21  12:00:00,524264326.071011,524264326.071011,13533989.8033771,96660690.5880896,177667514.306075 
 06/21  13:00:00,537176039.331189,537176039.331189,15519035.1538821,96660690.5880896,179858086.836092 
 06/21  14:00:00,524598948.558014,524598948.558014,11144754.6960431,96660690.5880896,167093070.352576 
 06/21  15:00:00,518727706.519526,518727706.519526,13028758.8748724,96946677.6787933,167093070.352576 
 06/21  16:00:00,505860787.517124,505860787.517124,13251727.2824401,97006885.4873624,177537174.74818 
 06/21  17:00:00,393606208.607618,393606208.607618,8744283.53076575,55446390.6762731,140923939.573165 
 06/21  18:00:00,296807140.901638,296807140.901638,8698068.47390345,33348024.814977,69106004.4057847 
 06/21  19:00:00,290513653.012023,290513653.012023,4597200.,37162717.8498216,59822356.0541363 
 06/21  20:00:00,294836315.182623,294836315.182623,4597200.,27263139.374404,59822356.0541363 
 06/21  21:00:00,293665339.896832,293665339.896832,4597200.,27302827.8427063,55180531.8783121 
 06/21  22:00:00,212918477.074679,212918477.074679,4597200.,13651413.9213531,55180531.8783121 
 06/21  23:00:00,129708368.127713,129708368.127713,4597200.,6825706.96067657,55180531.8783121 
 06/21  24:00:00,72339991.872542,72339991.872542,4597200.,7915463.67251136,44533202.0018108 
 06/22  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251136,44533202.0018108 
 06/22  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251136,44533202.0018108 
 06/22  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251136,44533202.0018108 
 06/22  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251136,44533202.0018108 
 06/22  05:00:00,80259352.3606098,80259352.3606098,4597200.,15830927.3450227,44533202.0018108 
 06/22  06:00:00,303266296.912143,303266296.912143,4597200.,13392006.992601,55180531.8783121 
 06/22  07:00:00,328621190.020382,328621190.020382,4597200.,33659700.4396849,95796493.4167736 
 06/22  08:00:00,518378836.467778,518378836.467778,4597200.,97066556.8123547,204227663.75917 
 06/22  09:00:00,485379982.767079,485379982.767079,4597200.,97112219.5322493,174055806.616312 
 06/22  10:00:00,463838072.90105,463838072.90105,8872933.67522601,96791132.283069,167093070.352576 
 06/22  11:00:00,467297643.451022,467297643.451022,13314093.4468013,96660690.5880896,174055806.616312 
 06/22  12:00:00,473860251.240215,473860251.240215,18000662.6696768,96660690.5880896,177667514.306075 
 06/22  13:00:00,498223075.221057,498223075.221057,17899858.8184421,96660690.5880896,179858086.836092 
 06/22  14:00:00,497509881.081966,497509881.081966,9621712.82804534,96660690.5880896,167093070.352576 
 06/22  15:00:00,520713445.789815,520713445.789815,12231922.0920978,96660690.5880896,167093070.352576 
 06/22  16:00:00,550218465.203851,550218465.203851,13252090.9853864,96660690.5880896,177537174.74818 
 06/22  17:00:00,471265122.096638,471265122.096638,8745018.76435031,53700383.6600499,140923939.573165 
 06/22  18:00:00,349376723.894868,349376723.894868,8697693.43952574,32477132.3362987,69106004.4057847 
 06/22  19:00:00,334223214.747328,334223214.747328,4597200.,35050052.8743848,59822356.0541363 
 06/22  20:00:00,340929641.340855,340929641.340855,8662376.69108378,27134576.2195897,59822356.0541363 
 06/22  21:00:00,336033675.284665,336033675.284665,4597200.,27302827.8427063,55180531.8783121 
 06/22  22:00:00,261054104.668714,261054104.668714,4597200.,13651413.9213531,55180531.8783121 
 06/22  23:00:00,106542600.735235,106542600.735235,4597200.,6825706.96067657,55180531.8783121 
 06/22  24:00:00,72339991.872542,72339991.872542,4597200.,7915463.67251136,44533202.0018108 
 06/23  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251136,44533202.0018108 
 06/23  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251136,44533202.0018108 
 06/23  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251136,44533202.0018108 
 06/23  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251136,44533202.0018108 
 06/23  05:00:00,80259352.3606098,80259352.3606098,4597200.,15830927.3450227,44533202.0018108 
 06/23  06:00:00,318293052.746291,318293052.746291,4597200.,13390639.8006321,55180531.8783121 
 06/23  07:00:00,349130308.549432,349130308.549432,4597200.,33889613.3776812,95796493.4167736 
 06/23  08:00:00,551076686.745453,551076686.745453,4597200.,96960945.1459779,204227663.75917 
 06/23  09:00:00,521386652.675312,521386652.675313,4597200.,96660690.5880896,174055806.616312 
 06/23  10:00:00,531309048.179294,531309048.179294,4597200.,96660690.5880896,167093070.352576 
 06/23  11:00:00,536307065.209558,536307065.209558,17671921.2184198,96660690.5880896,174055806.616312 
 06/23  12:00:00,550464551.184417,550464551.184417,17998430.9345267,96660690.5880896,177667514.306075 
 06/23  13:00:00,562599997.344406,562599997.344406,13783046.2957257,96660690.5880896,179858086.836092 
 06/23  14:00:00,519193189.421152,519193189.421152,12802496.460446,98416219.5521195,167093070.352576 
 06/23  15:00:00,501189453.305978,501189453.305978,13028364.526278,97000157.9914164,167093070.352576 
 06/23  16:00:00,514244802.519005,514244802.519005,13250109.6369831,96660690.5880896,177537174.74818 
 06/23  17:00:00,439277914.01565,439277914.01565,8743718.34460486,53733832.4425883,140923939.573165 
 06/23  18:00:00,330411600.9198,330411600.9198,4597200.,32592016.6263353,69106004.4057847 
 06/23  19:00:00,332385006.856165,332385006.856165,8642702.56774379,35771509.7493218,59822356.0541363 
 06/23  20:00:00,335050541.547641,335050541.547641,4597200.,27200164.7144859,59822356.0541363 
 06/23  21:00:00,329821281.308304,329821281.308304,4597200.,27302827.8427063,55180531.8783121 
 06/23  22:00:00,183596908.697945,183596908.697945,4597200.,13651413.9213531,55180531.8783121 
 06/23  23:00:00,92453677.6799903,92453677.6799903,4597200.,6825706.96067657,55180531.8783121 
 06/23  24:00:00,72339991.872542,72339991.872542,4597200.,7915463.67251136,44533202.0018108 
 06/24  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251136,44533202.0018108 
 06/24  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251136,44533202.0018108 
 06/24  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251136,44533202.0018108 
 06/24  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251136,44533202.0018108 
 06/24  05:00:00,80259352.3606098,80259352.3606098,4597200.,15830927.3450227,44533202.0018108 
 06/24  06:00:00,291630007.535116,291630007.535116,4597200.,13318344.0266621,55180531.8783121 
 06/24  07:00:00,324199923.462865,324199923.462865,4597200.,33583399.5859392,95796493.4167736 
 06/24  08:00:00,540620803.392923,540620803.392923,4597200.,97147442.6378606,204227663.75917 
 06/24  09:00:00,527497176.31993,527497176.31993,4597200.,96660690.5880896,174055806.616312 
 06/24  10:00:00,529586706.400093,529586706.400093,8871802.84051984,96660690.5880896,167093070.352576 
 06/24  11:00:00,566099993.037332,566099993.037332,13314007.1434023,96660690.5880896,174055806.616312 
 06/24  12:00:00,564522100.849065,564522100.849065,17997030.6707349,96660690.5880896,177667514.306075 
 06/24  13:00:00,573435055.952949,573435055.952949,17897225.7552644,96660690.5880896,179858086.836092 
 06/24  14:00:00,557256216.315759,557256216.315759,8821925.33159013,96660690.5880896,167093070.352576 
 06/24  15:00:00,541136303.400474,541136303.400474,13025916.5777492,96788632.1812991,167093070.352576 
 06/24  16:00:00,545894675.172228,545894675.172228,13251195.8826957,96660690.5880896,177537174.74818 
 06/24  17:00:00,409260566.901725,409260566.901725,8744578.91457333,53891399.9108589,140923939.573165 
 06/24  18:00:00,305507416.538026,305507416.538026,8697493.76398426,32962923.6413485,69106004.4057847 
 06/24  19:00:00,308089020.343593,308089020.343593,4597200.,36632806.720305,59822356.0541363 
 06/24  20:00:00,329557768.958355,329557768.958355,4597200.,27214811.7519068,59822356.0541363 
 06/24  21:00:00,325815254.377196,325815254.377196,4597200.,27302827.8427063,55180531.8783121 
 06/24  22:00:00,225985621.901802,225985621.901802,4597200.,13651413.9213531,55180531.8783121 
 06/24  23:00:00,133026968.917018,133026968.917018,4597200.,6825706.96067657,55180531.8783121 
 06/24  24:00:00,72339991.872542,72339991.872542,4597200.,7915463.67251136,44533202.0018108 
 06/25  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251136,44533202.0018108 
 06/25  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251136,44533202.0018108 
 06/25  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251136,44533202.0018108 
 06/25  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251136,44533202.0018108 
 06/25  05:00:00,80259352.3606098,80259352.3606098,4597200.,15830927.3450227,44533202.0018108 
 06/25  06:00:00,292000476.786948,292000476.786948,4597200.,13438153.3671681,55180531.8783121 
 06/25  07:00:00,329228680.727459,329228680.727459,4597200.,34077759.8239981,95796493.4167736 
 06/25  08:00:00,531616068.229792,531616068.229792,4597200.,97063173.4882546,204227663.75917 
 06/25  09:00:00,518740521.950879,518740521.950879,4597200.,96660690.5880896,174055806.616312 
 06/25  10:00:00,501781865.447387,501781865.447387,8872032.88090039,96660690.5880896,167093070.352576 
 06/25  11:00:00,527553955.061633,527553955.061633,13312107.9973716,96660690.5880896,174055806.616312 
 06/25  12:00:00,553985922.467745,553985922.467745,17995655.1262464,96660690.5880896,177667514.306075 
 06/25  13:00:00,584342391.997154,584342391.997154,17895499.7470525,96660690.5880896,179858086.836092 
 06/25  14:00:00,563393672.218923,563393672.218923,13045696.3620121,96660690.5880896,167093070.352576 
 06/25  15:00:00,565832319.470644,565832319.470644,8811462.86033701,96660690.5880896,167093070.352576 
 06/25  16:00:00,564129218.911689,564129218.911689,13248870.0955903,96660690.5880896,177537174.74818 
 06/25  17:00:00,466851859.976593,466851859.976593,8743642.1757098,53714320.6527742,140923939.573165 
 06/25  18:00:00,346492474.974744,346492474.974744,8698008.12221481,33129134.7433333,69106004.4057847 
 06/25  19:00:00,331125309.578806,331125309.578806,4597200.,37737429.2325583,59822356.0541363 
 06/25  20:00:00,342296263.994093,342296263.994093,8661633.9337406,27293633.0278869,59822356.0541363 
 06/25  21:00:00,341085282.393412,341085282.393412,4597200.,27302827.8427063,55180531.8783121 
 06/25  22:00:00,248168517.026311,248168517.026311,4597200.,13651413.9213531,55180531.8783121 
 06/25  23:00:00,115423499.853886,115423499.853886,4597200.,6825706.96067657,55180531.8783121 
 06/25  24:00:00,72339991.872542,72339991.872542,4597200.,7915463.67251136,44533202.0018108 
 06/26  01:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251136,33399901.5013581 
 06/26  02:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251136,33399901.5013581 
 06/26  03:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251136,33399901.5013581 
 06/26  04:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251136,33399901.5013581 
 06/26  05:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251136,33399901.5013581 
 06/26  06:00:00,309576305.947114,309576305.947114,4597200.,13307064.0935628,55180531.8783121 
 06/26  07:00:00,302136157.495835,302136157.495835,4597200.,11102132.9013529,73747828.5816089 
 06/26  08:00:00,355218692.533864,355218692.533864,4597200.,32350731.7410879,85222049.4632748 
 06/26  09:00:00,375405042.24623,375405042.24623,4597200.,32220230.1960299,93345241.770967 
 06/26  10:00:00,383349639.694446,383349639.694446,4597200.,32220230.1960299,89863873.639099 
 06/26  11:00:00,395248923.230713,395248923.230713,4597200.,32220230.1960299,97987065.9467912 
 06/26  12:00:00,341142182.612818,341142182.612818,4597200.,16110115.0980149,72652542.3166001 
 06/26  13:00:00,329428676.101055,329428676.101055,4597200.,16110115.0980149,63368893.9649516 
 06/26  14:00:00,301113744.048667,301113744.048667,4597200.,16122240.2816851,57566613.7451715 
 06/26  15:00:00,274450399.411699,274450399.411699,4597200.,16116386.7447409,52924789.5693473 
 06/26  16:00:00,273862491.743279,273862491.743279,4597200.,16111787.5371419,54085245.6133033 
 06/26  17:00:00,267452246.174129,267452246.174129,4597200.,5380630.48047548,48348135.1724704 
 06/26  18:00:00,163336924.45602,163336924.45602,4597200.,5433325.53653023,41385398.9087341 
 06/26  19:00:00,211717888.320505,211717888.320505,4597200.,7020481.74684902,33399901.5013581 
 06/26  20:00:00,161244548.113931,161244548.113931,4597200.,7888098.6698158,33399901.5013581 
 06/26  21:00:00,232891457.90533,232891457.90533,4597200.,7915463.67251136,33399901.5013581 
 06/26  22:00:00,173902290.706313,173902290.706313,4597200.,7915463.67251136,33399901.5013581 
 06/26  23:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251136,33399901.5013581 
 06/26  24:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251136,33399901.5013581 
 06/27  01:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251136,33399901.5013581 
 06/27  02:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251136,33399901.5013581 
 06/27  03:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251136,33399901.5013581 
 06/27  04:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251136,33399901.5013581 
 06/27  05:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251136,33399901.5013581 
 06/27  06:00:00,66178988.9492215,66178988.9492215,4597200.,6763463.43891725,41385398.9087341 
 06/27  07:00:00,141793776.500539,141793776.500539,4597200.,5781302.90048656,41385398.9087341 
 06/27  08:00:00,197799363.718318,197799363.718318,4597200.,5412322.93260804,41385398.9087341 
 06/27  09:00:00,242243702.914189,242243702.914189,4597200.,5370038.36600499,41385398.9087341 
 06/27  10:00:00,207418025.340951,207418025.340951,4597200.,5370038.36600499,41385398.9087341 
 06/27  11:00:00,265694581.553514,265694581.553514,4597200.,5370038.36600499,41385398.9087341 
 06/27  12:00:00,289231854.188514,289231854.188514,4597200.,5370038.36600499,41385398.9087341 
 06/27  13:00:00,257606990.642969,257606990.642969,4597200.,5370038.36600499,41385398.9087341 
 06/27  14:00:00,212622163.783785,212622163.783785,4597200.,5370038.36600499,41385398.9087341 
 06/27  15:00:00,233254074.050381,233254074.050381,4597200.,5370038.36600499,41385398.9087341 
 06/27  16:00:00,239022925.334796,239022925.334796,4597200.,5370038.36600499,41385398.9087341 
 06/27  17:00:00,275616061.798816,275616061.798816,4597200.,5370595.84571396,41385398.9087341 
 06/27  18:00:00,250514927.263204,250514927.263204,4597200.,6287091.50287179,33399901.5013581 
 06/27  19:00:00,213750117.261339,213750117.261339,4597200.,6768453.45854372,33399901.5013581 
 06/27  20:00:00,181881186.260463,181881186.260463,4597200.,7871185.58882631,33399901.5013581 
 06/27  21:00:00,245346499.83234,245346499.83234,4597200.,7915463.67251136,33399901.5013581 
 06/27  22:00:00,130731209.009905,130731209.009905,4597200.,7915463.67251136,33399901.5013581 
 06/27  23:00:00,116181764.705084,116181764.705084,4597200.,7915463.67251136,33399901.5013581 
 06/27  24:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251136,33399901.5013581 
